"unique_key","created_date","closed_date","agency","agency_name","complaint_type","descriptor","location_type","incident_zip","incident_address","street_name","cross_street_1","cross_street_2","intersection_street_1","intersection_street_2","address_type","city","landmark","facility_type","status","due_date","resolution_description","resolution_action_updated_date","community_board","bbl","borough","x_coordinate_state_plane","y_coordinate_state_plane","open_data_channel_type","park_facility_name","park_borough","vehicle_type","taxi_company_borough","taxi_pick_up_location","bridge_highway_name","bridge_highway_direction","road_ramp","bridge_highway_segment","latitude","longitude","location"
"46416751","2020-06-09T01:39:56.000",,"NYPD","New York City Police Department","Blocked Driveway","No Access","Street/Sidewalk","11419","101-23 116 STREET","116 STREET","101 AVENUE","103 AVENUE","101 AVENUE","103 AVENUE",,"SOUTH RICHMOND HILL","116 STREET",,"In Progress",,"Your complaint has been received by the Police Department and additional information will be available later.","2020-06-09T05:40:54.000","09 QUEENS","4094840064","QUEENS","1031856","190313","PHONE","Unspecified","QUEENS",,,,,,,,"40.68891396273186","-73.8283396806751","
,  
(40.68891396273186, -73.8283396806751)"
"46423144","2020-06-09T01:39:32.000","2020-06-09T02:01:29.000","NYPD","New York City Police Department","Illegal Parking","Posted Parking Sign Violation",,"11204","46 AVENUE O","AVENUE O","WEST   10 STREET","WEST    9 STREET","WEST   10 STREET","WEST    9 STREET",,"BROOKLYN","AVENUE O",,"Closed",,"The Police Department issued a summons in response to the complaint.","2020-06-09T02:01:00.000","11 BROOKLYN","3065970006","BROOKLYN","988840","161612","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.610262794850286","-73.98346863687392","
,  
(40.610262794850286, -73.98346863687392)"
"46417357","2020-06-09T01:38:49.000",,"NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","10034","3784 10 AVENUE","10 AVENUE","WEST  202 STREET","WEST  203 STREET","WEST  202 STREET","WEST  203 STREET",,"NEW YORK","10 AVENUE",,"In Progress",,,,"12 MANHATTAN","1022160001","MANHATTAN","1006055","253123","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.861411961254646","-73.92117044356031","
,  
(40.861411961254646, -73.92117044356031)"
"46415909","2020-06-09T01:37:21.000",,"NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10456","1007 GRANT AVENUE","GRANT AVENUE","EAST  164 STREET","EAST  165 STREET","EAST  164 STREET","EAST  165 STREET",,"BRONX","GRANT AVENUE",,"In Progress",,,,"04 BRONX","2024470019","BRONX","1007062","241379","MOBILE","Unspecified","BRONX",,,,,,,,"40.829175599730625","-73.9175698862442","
,  
(40.829175599730625, -73.9175698862442)"
"46423307","2020-06-09T01:37:04.000","2020-06-09T01:47:42.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party",,"10032","WEST  172 STREET","WEST  172 STREET","EMT LUIS DE PENA JR SQUARE","AUDUBON AVENUE","EMT LUIS DE PENA JR SQUARE","AUDUBON AVENUE",,,,,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T05:47:47.000","Unspecified MANHATTAN",,"MANHATTAN",,,"PHONE","Unspecified","MANHATTAN",,,,,,,,,,
"46417990","2020-06-09T01:37:00.000","2020-06-09T01:46:18.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","11226","31 EAST   21 STREET","EAST   21 STREET","WOODRUFF AVENUE","CATON AVENUE","WOODRUFF AVENUE","CATON AVENUE",,"BROOKLYN","KENMORE PLACE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T05:46:23.000","14 BROOKLYN","3050630017","BROOKLYN","995178","177415","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.65363313018957","-73.96061608221525","
,  
(40.65363313018957, -73.96061608221525)"
"46412550","2020-06-09T01:36:09.000",,"MAYORâS OFFICE OF SPECIAL ENFORCEMENT","Mayorâs Office of Special Enforcement","NonCompliance with Phased Reopening","Business not allowed to be open","Store/Commercial","11375","99-06 METROPOLITAN AVENUE","METROPOLITAN AVENUE","70 AVENUE","70 AVENUE","70 AVENUE","70 AVENUE",,"FOREST HILLS","METROPOLITAN AVENUE",,"In Progress",,,,"06 QUEENS","4038940033","QUEENS","1024857","198301","ONLINE","Unspecified","QUEENS",,,,,,,,"40.710874004497555","-73.85352884436902","
,  
(40.710874004497555, -73.85352884436902)"
"46423679","2020-06-09T01:36:05.000","2020-06-09T01:46:16.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11378","60-43 56 STREET","56 STREET","NURGE AVENUE","ARNOLD AVENUE","NURGE AVENUE","ARNOLD AVENUE",,"MASPETH","56 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-06-09T05:46:18.000","05 QUEENS","4026430025","QUEENS","1009130","200001","ONLINE","Unspecified","QUEENS",,,,,,,,"40.71559829856009","-73.91025045946468","
,  
(40.71559829856009, -73.91025045946468)"
"46423706","2020-06-09T01:35:40.000","2020-06-09T01:53:12.000","NYPD","New York City Police Department","Noise - Residential","Loud Talking","Residential Building/House","11414","81 STREET","81 STREET","81 STREET","155 AVENUE","81 STREET","155 AVENUE",,,,,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T05:53:14.000","10 QUEENS",,"QUEENS","1025089","181315","PHONE","Unspecified","QUEENS",,,,,,,,"40.66425032969098","-73.8527949735289","
,  
(40.66425032969098, -73.8527949735289)"
"46422838","2020-06-09T01:35:15.000",,"NYPD","New York City Police Department","Non-Emergency Police Matter","Face Covering Violation","Residential Building/House","10453","1726 DAVIDSON AVENUE","DAVIDSON AVENUE","WEST CLIFFORD PLACE","WEST  176 STREET","WEST CLIFFORD PLACE","WEST  176 STREET",,"BRONX","DAVIDSON AVENUE",,"In Progress",,,,"05 BRONX","2028610057","BRONX","1008186","248132","ONLINE","Unspecified","BRONX",,,,,,,,"40.847707639852395","-73.91348426609342","
,  
(40.847707639852395, -73.91348426609342)"
"46413140","2020-06-09T01:35:00.000",,"NYPD","New York City Police Department","Noise - Vehicle","Car/Truck Music","Street/Sidewalk","10453","CEDAR AVENUE","CEDAR AVENUE","SEDGWICK AVENUE","WEST TREMONT AVENUE","SEDGWICK AVENUE","WEST TREMONT AVENUE",,,,,"In Progress",,,,"Unspecified BRONX",,"BRONX",,,"PHONE","Unspecified","BRONX",,,,,,,,,,
"46420237","2020-06-09T01:34:44.000",,"NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","10458","4646 PARK AVENUE","PARK AVENUE","PARK AVENUE","WASHINGTON AVENUE","PARK AVENUE","WASHINGTON AVENUE",,"BRONX","PARK AVENUE",,"In Progress",,,,"06 BRONX","2030400003","BRONX","1013946","251716","ONLINE","Unspecified","BRONX",,,,,,,,"40.85752715452994","-73.89264911518981","
,  
(40.85752715452994, -73.89264911518981)"
"46418570","2020-06-09T01:34:24.000","2020-06-09T01:46:17.000","NYPD","New York City Police Department","Illegal Fireworks","N/A","Street/Sidewalk","10040","570 WEST  189 STREET","WEST  189 STREET","AUDUBON AVENUE","ST NICHOLAS AVENUE","AUDUBON AVENUE","ST NICHOLAS AVENUE",,"NEW YORK","WEST  189 STREET",,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2020-06-09T05:46:18.000","12 MANHATTAN","1021580040","MANHATTAN","1003793","250418","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.853992846328005","-73.92935592122582","
,  
(40.853992846328005, -73.92935592122582)"
"46423591","2020-06-09T01:34:05.000","2020-06-09T01:56:58.000","NYPD","New York City Police Department","Illegal Parking","Commercial Overnight Parking","Street/Sidewalk","11423","90-02 202 STREET","202 STREET","90 AVENUE","93 AVENUE","90 AVENUE","93 AVENUE",,"HOLLIS","202 STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T05:56:59.000","12 QUEENS","4104830036","QUEENS","1050900","200506","MOBILE","Unspecified","QUEENS",,,,,,,,"40.71676832808243","-73.75956919818019","
,  
(40.71676832808243, -73.75956919818019)"
"46415910","2020-06-09T01:33:39.000",,"NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10035","246 EAST  119 STREET","EAST  119 STREET","3 AVENUE","2 AVENUE","3 AVENUE","2 AVENUE",,"NEW YORK","EAST  119 STREET",,"In Progress",,,,"11 MANHATTAN","1017830128","MANHATTAN","1001551","230534","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.79942162694546","-73.93751157877993","
,  
(40.79942162694546, -73.93751157877993)"
"46415962","2020-06-09T01:33:27.000",,"NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Talking","Street/Sidewalk","10040","603 WEST  190 STREET","WEST  190 STREET","ST NICHOLAS AVENUE","WADSWORTH AVENUE","ST NICHOLAS AVENUE","WADSWORTH AVENUE",,"NEW YORK","WEST  190 STREET",,"In Progress",,,,"12 MANHATTAN","1021690059","MANHATTAN","1003652","250788","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.85500869670919","-73.92986453725105","
,  
(40.85500869670919, -73.92986453725105)"
"46414606","2020-06-09T01:33:26.000",,"NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Talking","Street/Sidewalk","11230","1123 AVENUE K","AVENUE K","CONEY ISLAND AVENUE","EAST   12 STREET","CONEY ISLAND AVENUE","EAST   12 STREET",,"BROOKLYN","AVENUE K",,"In Progress",,,,"14 BROOKLYN","3067130041","BROOKLYN","994129","166041","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.62241516331073","-73.96441327360724","
,  
(40.62241516331073, -73.96441327360724)"
"46420220","2020-06-09T01:33:18.000",,"NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","10458","2661 BRIGGS AVENUE","BRIGGS AVENUE","EAST  194 STREET","EAST  196 STREET","EAST  194 STREET","EAST  196 STREET",,"BRONX","BRIGGS AVENUE",,"In Progress",,,,"07 BRONX","2033000077","BRONX","1014042","254660","ONLINE","Unspecified","BRONX",,,,,,,,"40.86560721751032","-73.89228898979755","
,  
(40.86560721751032, -73.89228898979755)"
"46415961","2020-06-09T01:32:52.000",,"NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party",,"10034","BROADWAY","BROADWAY","BROADWAY","WEST  207 STREET","BROADWAY","WEST  207 STREET",,,,,"In Progress",,,,"12 MANHATTAN",,"MANHATTAN","1006041","255411","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.86769186022512","-73.92121361680864","
,  
(40.86769186022512, -73.92121361680864)"
"46419425","2020-06-09T01:32:44.000","2020-06-09T01:44:49.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","11385","GRANDVIEW AVENUE","GRANDVIEW AVENUE","GRANDVIEW AVENUE","RENE COURT","GRANDVIEW AVENUE","RENE COURT",,,,,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-06-09T05:44:51.000","05 QUEENS",,"QUEENS","1008879","198768","PHONE","Unspecified","QUEENS",,,,,,,,"40.71221471185736","-73.91116040117575","
,  
(40.71221471185736, -73.91116040117575)"
"46412464","2020-06-09T01:32:37.000",,"NYPD","New York City Police Department","Non-Emergency Police Matter","Social Distancing","Residential Building/House","10453","1726 DAVIDSON AVENUE","DAVIDSON AVENUE","WEST CLIFFORD PLACE","WEST  176 STREET","WEST CLIFFORD PLACE","WEST  176 STREET",,"BRONX","DAVIDSON AVENUE",,"In Progress",,,,"05 BRONX","2028610057","BRONX","1008186","248132","ONLINE","Unspecified","BRONX",,,,,,,,"40.847707639852395","-73.91348426609342","
,  
(40.847707639852395, -73.91348426609342)"
"46413044","2020-06-09T01:32:28.000",,"NYPD","New York City Police Department","Illegal Parking","Blocked Hydrant","Street/Sidewalk","11385","78-46 74 STREET","74 STREET","78 AVENUE","MYRTLE AVENUE","78 AVENUE","MYRTLE AVENUE",,"RIDGEWOOD","74 STREET",,"In Progress",,,,"05 QUEENS","4038230071","QUEENS","1018940","195592","MOBILE","Unspecified","QUEENS",,,,,,,,"40.70346362463532","-73.87488563704919","
,  
(40.70346362463532, -73.87488563704919)"
"46414127","2020-06-09T01:32:10.000",,"MAYORâS OFFICE OF SPECIAL ENFORCEMENT","Mayorâs Office of Special Enforcement","NonCompliance with Phased Reopening","Business not allowed to be open","Store/Commercial","11375","103-19 METROPOLITAN AVENUE","METROPOLITAN AVENUE","71 ROAD","71 DRIVE","71 ROAD","71 DRIVE",,"FOREST HILLS","METROPOLITAN AVENUE",,"In Progress",,,,"06 QUEENS","4032400045","QUEENS","1026042","198063","ONLINE","Unspecified","QUEENS",,,,,,,,"40.710215234049755","-73.84925598521474","
,  
(40.710215234049755, -73.84925598521474)"
"46423128","2020-06-09T01:32:10.000","2020-06-09T01:33:36.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party",,"10452","UNIVERSITY AVENUE","UNIVERSITY AVENUE","SEDGEWICK AVENUE","WEST  165 STREET","SEDGEWICK AVENUE","WEST  165 STREET",,,,,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T05:33:39.000","Unspecified BRONX",,"BRONX",,,"PHONE","Unspecified","BRONX",,,,,,,,,,
"46414768","2020-06-09T01:32:08.000","2020-06-09T01:37:22.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11358","42-40 158 STREET","158 STREET","SANFORD AVENUE","43 AVENUE","SANFORD AVENUE","43 AVENUE",,"FLUSHING","158 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-06-09T05:37:25.000","07 QUEENS","4053880053","QUEENS","1037494","216269","ONLINE","Unspecified","QUEENS",,,,,,,,"40.76012458982814","-73.80780458201187","
,  
(40.76012458982814, -73.80780458201187)"
"46419334","2020-06-09T01:32:01.000","2020-06-09T01:50:13.000","NYPD","New York City Police Department","Noise - Vehicle","Car/Truck Horn","Street/Sidewalk","10030","102 WEST  134 STREET","WEST  134 STREET","LENOX AVENUE","ADAM CLAYTON POWELL JR BOULEVARD","LENOX AVENUE","ADAM CLAYTON POWELL JR BOULEVARD",,"NEW YORK","WEST  134 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-06-09T05:50:14.000","10 MANHATTAN","1019180038","MANHATTAN","1000377","235696","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.8135921102262","-73.94173947586344","
,  
(40.8135921102262, -73.94173947586344)"
"46420811","2020-06-09T01:31:42.000","2020-06-09T01:49:41.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","10463","130 WEST  228 STREET","WEST  228 STREET","MARBLE HILL LANE","MARBLE HILL AVENUE","MARBLE HILL LANE","MARBLE HILL AVENUE",,"BRONX","WEST  228 STREET",,"Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2020-06-09T05:49:48.000","08 BRONX","1022150586","BRONX","1009554","258607","ONLINE","Unspecified","BRONX",,,,,,,,"40.876454524183956","-73.90850013893893","
,  
(40.876454524183956, -73.90850013893893)"
"46416870","2020-06-09T01:31:36.000","2020-06-09T01:41:26.000","NYPD","New York City Police Department","Noise - Vehicle","Engine Idling","Street/Sidewalk","10472","CROES AVENUE","CROES AVENUE","CROES AVENUE","EAST  177 STREET","CROES AVENUE","EAST  177 STREET",,,,,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-06-09T05:41:34.000","09 BRONX",,"BRONX","1019635","243829","PHONE","Unspecified","BRONX",,,,,,,,"40.83585871510859","-73.87212505796748","
,  
(40.83585871510859, -73.87212505796748)"
"46418281","2020-06-09T01:31:33.000",,"NYPD","New York City Police Department","Blocked Driveway","Partial Access","Street/Sidewalk","11211","395 SOUTH    4 STREET","SOUTH    4 STREET","HOOPER STREET","HEWES STREET","HOOPER STREET","HEWES STREET",,"BROOKLYN","SOUTH    4 STREET",,"In Progress",,,,"01 BROOKLYN","3024380029","BROOKLYN","997508","197217","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.70798193180743","-73.95217993149684","
,  
(40.70798193180743, -73.95217993149684)"
"46416646","2020-06-09T01:30:28.000","2020-06-09T01:45:20.000","NYPD","New York City Police Department","Non-Emergency Police Matter","Other (complaint details)","Store/Commercial","11104","46-19 QUEENS BOULEVARD","QUEENS BOULEVARD","46 STREET","47 STREET","46 STREET","47 STREET",,"SUNNYSIDE","QUEENS BOULEVARD",,"Closed",,"The Police Department reviewed your complaint and provided additional information below.","2020-06-09T05:45:22.000","02 QUEENS","4001410047","QUEENS","1006852","210031","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74313429822512","-73.91843418627793","
,  
(40.74313429822512, -73.91843418627793)"
"46422322","2020-06-09T01:29:53.000","2020-06-09T01:31:05.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10460","1700 CROTONA PARK EAST","CROTONA PARK EAST","EAST  173 STREET","BEND","EAST  173 STREET","BEND",,"BRONX","CROTONA PARK EAST",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-06-09T05:31:09.000","03 BRONX","2029400011","BRONX","1014855","244448","MOBILE","Unspecified","BRONX",,,,,,,,"40.83757554812452","-73.88939626268355","
,  
(40.83757554812452, -73.88939626268355)"
"46415864","2020-06-09T01:29:50.000",,"NYPD","New York City Police Department","Illegal Fireworks","N/A","Street/Sidewalk","10455","571 SOUTHERN BOULEVARD","SOUTHERN BOULEVARD","EAST  149 STREET","AVENUE ST JOHN","EAST  149 STREET","AVENUE ST JOHN",,"BRONX","SOUTHERN BOULEVARD",,"In Progress",,"Your complaint has been received by the Police Department and additional information will be available later.","2020-06-09T05:52:04.000","02 BRONX","2026830041","BRONX","1011090","235292","ONLINE","Unspecified","BRONX",,,,,,,,"40.81245719132271","-73.90303925053954","
,  
(40.81245719132271, -73.90303925053954)"
"46413111","2020-06-09T01:29:22.000",,"NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","10035","246 EAST  119 STREET","EAST  119 STREET","3 AVENUE","2 AVENUE","3 AVENUE","2 AVENUE",,"NEW YORK","EAST  119 STREET",,"In Progress",,,,"11 MANHATTAN","1017830128","MANHATTAN","1001551","230534","MOBILE","Unspecified","MANHATTAN",,,,,,,,"40.79942162694546","-73.93751157877993","
,  
(40.79942162694546, -73.93751157877993)"
"46415969","2020-06-09T01:29:05.000",,"NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10035","246 EAST  119 STREET","EAST  119 STREET","3 AVENUE","2 AVENUE","3 AVENUE","2 AVENUE",,"NEW YORK","EAST  119 STREET",,"In Progress",,,,"11 MANHATTAN","1017830128","MANHATTAN","1001551","230534","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.79942162694546","-73.93751157877993","
,  
(40.79942162694546, -73.93751157877993)"
"46418346","2020-06-09T01:28:36.000",,"NYPD","New York City Police Department","Non-Emergency Police Matter","Face Covering Violation","Street/Sidewalk","10036","1562 BROADWAY","BROADWAY","WEST   46 STREET","WEST   47 STREET BIKE PATH","WEST   46 STREET","WEST   47 STREET BIKE PATH",,"NEW YORK","BROADWAY",,"In Progress",,,,"05 MANHATTAN","1009997501","MANHATTAN","988459","215767","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.758906049359034","-73.98480701918929","
,  
(40.758906049359034, -73.98480701918929)"
